;estado;cidade;pib;populacao;pib_percapita
4420;MARANHÃO;Maracaçumé;65045.10546875;18414;3532.37011719
4421;BAHIA;Serra Preta;50307.50390625;16168;3111.55004883
4422;PARANÁ;Balsa Nova;266858.5;11252;23716.5390625
4423;SÃO PAULO;Cruzália;56480.6953125;2356;23973.13085938
4424;PARANÁ;Tomazina;67385.4609375;8808;7650.47998047
4425;MINAS GERAIS;Riacho dos Machados;53384.8203125;9716;5494.52978516
4426;MINAS GERAIS;Cana Verde;41001.44921875;5915;6931.77978516
4427;PIAUÍ;Sigefredo Pacheco;29965.796875;9846;3043.44995117
4428;MARANHÃO;Senador La Rocque;87790.4609375;19359;4534.87011719
4429;SÃO PAULO;Arco-Íris;40812.21875;2010;20304.58984375
4430;MINAS GERAIS;Pirajuba;168040.40625;4059;41399.4609375
4431;RIO GRANDE DO SUL;São Pedro das Missões;22753.234375;2051;11093.73046875
4432;PARAÍBA;São José do Sabugi;18278.12695312;4115;4441.83007812
4433;RIO DE JANEIRO;Paracambi;397847.46875;45016;8837.91015625
4434;PARANÁ;Guarapuava;2424968.75;172728;14039.23046875
4435;GOIÁS;Itaberaí;504516.1875;32356;15592.66015625
4436;MINAS GERAIS;Carmópolis de Minas;167493.75;16624;10075.41992188
4437;RONDÔNIA;Novo Horizonte do Oeste;113287.5234375;9720;11655.09960938
4438;PARAÍBA;Sertãozinho;23744.6328125;4411;5383.04980469
4439;SÃO PAULO;Espírito Santo do Turvo;99085.3359375;4428;22377.0
4440;PARANÁ;Esperança Nova;16553.70507812;1836;9016.1796875
4441;MINAS GERAIS;Andradas;408386.53125;36633;11148.04980469
4442;PERNAMBUCO;Terezinha;26299.45703125;6774;3882.40991211
4443;SÃO PAULO;Regente Feijó;287317.21875;17725;16209.71972656
4444;SÃO PAULO;Buritama;230596.78125;15636;14747.80957031
4445;PARANÁ;Ventania;103164.28125;11239;9179.12988281
4446;PARÁ;São João de Pirabas;66196.484375;19900;3326.45996094
4447;PIAUÍ;Pau D'Arco do Piauí;11536.6328125;3903;2955.84008789
4448;MATO GROSSO;Figueirópolis D'Oeste;42954.46875;3656;11749.03027344
4449;PARÁ;Santa Bárbara do Pará;59371.12109375;14740;4027.88989258
4450;GOIÁS;Montividiu;364961.09375;9965;36624.2890625
4451;MARANHÃO;Riachão;151116.203125;21672;6972.87988281
4452;RIO GRANDE DO SUL;Gentil;43079.91796875;1574;27369.7109375
4453;CEARÁ;São João do Jaguaribe;37256.609375;8500;4383.12988281
4454;PARANÁ;Bela Vista da Caroba;34405.11328125;4176;8238.76953125
4455;PARANÁ;Porecatu;112631.171875;14189;7937.91992188
4456;PARAÍBA;Riachão;14446.04199219;3564;4053.32006836
4457;MINAS GERAIS;São Sebastião do Paraíso;909921.375;64800;14042.0
4458;RIO GRANDE DO NORTE;Pedro Avelino;32851.05078125;7559;4345.95019531
4459;SÃO PAULO;Guarulhos;32473828.0;1299283;24993.65039062
4460;SANTA CATARINA;Chapecó;4348897.5;174187;24966.83007812
4461;BAHIA;Itapé;40550.72265625;10630;3814.73999023
4462;RIO GRANDE DO SUL;Ibarama;53799.26171875;4443;12108.76953125
4463;PARAÍBA;Prata;18086.5078125;4057;4458.10009766
4464;PARANÁ;Rosário do Ivaí;41184.69140625;5813;7084.93017578
4465;RIO DE JANEIRO;Porciúncula;190635.203125;18444;10335.88964844
4466;PERNAMBUCO;Carpina;427632.9375;68070;6282.25
4467;RIO GRANDE DO SUL;Nova Ramada;51088.55859375;2464;20733.99023438
4468;SÃO PAULO;Borá;50332.71484375;837;60134.66015625
4469;BAHIA;Pilão Arcado;97126.453125;34466;2818.04003906
4470;RORAIMA;Iracema;71115.2734375;6250;11378.44042969
4471;BAHIA;Ipirá;245887.9375;62197;3953.37011719
4472;MATO GROSSO;São José do Rio Claro;270494.75;18637;14513.86035156
4473;RIO GRANDE DO SUL;Jacuizinho;44878.171875;2765;16230.79980469
4474;RIO GRANDE DO SUL;Mariana Pimentel;44338.70703125;4173;10625.13964844
4475;GOIÁS;Jandaia;116923.84375;6596;17726.48046875
4476;SERGIPE;Barra dos Coqueiros;168902.9375;19998;8445.99023438
4477;PARÁ;Santa Cruz do Arari;22389.1171875;6280;3565.14990234
4478;PARANÁ;Amaporã;55568.5390625;5447;10201.6796875
4479;MINAS GERAIS;Alvorada de Minas;20812.60742188;3588;5800.62011719
4480;PIAUÍ;Matias Olímpio;28146.18164062;10863;2591.01000977
4481;SÃO PAULO;José Bonifácio;741693.375;32551;22785.58007812
4482;SERGIPE;Moita Bonita;49436.9140625;11269;4386.97998047
4483;MINAS GERAIS;Tabuleiro;24435.87109375;4068;6006.85009766
4484;PARAÍBA;Curral Velho;10982.7734375;2886;3805.5300293
4485;TOCANTINS;Praia Norte;31729.90039062;7310;4340.62011719
4486;RIO GRANDE DO NORTE;Maxaranguape;45616.96484375;9371;4867.89013672
4487;PARANÁ;São Carlos do Ivaí;132456.75;5990;22112.98046875
4488;PARÁ;Garrafão do Norte;74992.078125;25538;2936.48999023
4489;SÃO PAULO;Santa Mercedes;21907.96289062;2596;8439.12011719
4490;PARAÍBA;João Pessoa;8638329.0;702235;12301.19042969
4491;MATO GROSSO DO SUL;Glória de Dourados;93563.3828125;9894;9456.58007812
4492;SÃO PAULO;Rinópolis;90292.9296875;9385;9620.98046875
4493;SÃO PAULO;Pradópolis;574455.5;16619;34566.19140625
4494;GOIÁS;Itapirapuã;85750.171875;7792;11004.90039062
4495;MARANHÃO;Timon;715426.625;150635;4749.41015625
4496;BAHIA;Igrapiúna;137953.75;13268;10397.48046875
4497;MINAS GERAIS;Manhuaçu;1108459.75;78605;14101.63964844
4498;MARANHÃO;Paulino Neves;51447.19140625;13355;3852.2800293
4499;BAHIA;Jussara;43503.5390625;15204;2861.32006836
4500;PIAUÍ;Uruçuí;562296.375;19811;28383.0390625
4501;PARAÍBA;Borborema;23961.55664062;5186;4620.43017578
4502;RIO GRANDE DO NORTE;Lucrécia;17092.44921875;3550;4814.77001953
4503;MARANHÃO;Brejo;126317.1015625;32453;3892.31005859
4504;PARAÍBA;Juarez Távora;27525.33203125;7603;3620.33007812
4505;SÃO PAULO;Artur Nogueira;485116.6875;43499;11152.36035156
4506;PERNAMBUCO;Ingazeira;21623.85351562;4561;4741.02978516
4507;ACRE;Rodrigues Alves;153169.609375;13460;11379.61035156
4508;MINAS GERAIS;Itabira;3415340.0;110419;30930.73046875
4509;MINAS GERAIS;São José do Alegre;24601.56054688;4066;6050.56005859
4510;SÃO PAULO;Santo Antônio da Alegria;95156.8203125;6346;14994.76953125
4511;RIO GRANDE DO NORTE;Presidente Juscelino;35337.0;8703;4060.32006836
4512;MINAS GERAIS;Bandeira;25582.24414062;5521;4633.62988281
4513;RIO GRANDE DO SUL;Santiago;496870.46875;51160;9712.08984375
4514;PARAÍBA;Santa Luzia;69040.328125;14752;4680.06982422
4515;PIAUÍ;Cristalândia do Piauí;26303.83203125;8177;3216.81005859
4516;CEARÁ;Paramoti;41914.27734375;12130;3455.41992188
4517;SANTA CATARINA;Lebon Régis;126825.78125;12134;10452.09960938
4518;SÃO PAULO;Capivari;884417.375;46331;19089.109375
4519;MATO GROSSO;São Félix do Araguaia;166486.0;11257;14789.54980469
4520;TOCANTINS;Caseara;35086.3125;4927;7121.22998047
4521;MARANHÃO;Imperatriz;2000734.5;236691;8452.94042969
4522;PARANÁ;Bandeirantes;292894.5;32994;8877.20019531
4523;MINAS GERAIS;Alpercata;40111.55859375;7252;5531.10009766
4524;MINAS GERAIS;Santa Luzia;1786026.125;231607;7711.45019531
4525;MINAS GERAIS;Glaucilândia;17455.43164062;3072;5682.10986328
4526;MINAS GERAIS;Santo Antônio do Aventureiro;22728.75585938;3600;6313.54003906
4527;RIO GRANDE DO SUL;Tenente Portela;142915.875;14253;10027.0703125
4528;PARÁ;Itaituba;604472.25;127848;4728.04980469
4529;RIO GRANDE DO SUL;Porto Vera Cruz;22020.046875;2038;10804.73046875
4530;MATO GROSSO;Vila Bela da Santíssima Trindade;193655.09375;14523;13334.37011719
4531;PARANÁ;Quatro Barras;530300.625;19277;27509.5
4532;CEARÁ;Fortaleza;31789186.0;2505552;12687.5
4533;SANTA CATARINA;Palmeira;44152.43359375;2456;17977.38085938
4534;RIO GRANDE DO SUL;Salvador do Sul;139793.515625;7165;19510.609375
4535;GOIÁS;Caiapônia;271639.34375;16559;16404.33007812
4536;MARANHÃO;Loreto;83674.0859375;10701;7819.27978516
4537;MINAS GERAIS;Santa Juliana;283207.6875;11571;24475.65039062
4538;RIO GRANDE DO SUL;Novo Hamburgo;4499416.0;257746;17456.77929688
4539;BAHIA;Ibicaraí;100709.2734375;24569;4099.04003906
4540;PARÁ;São João do Araguaia;42977.30078125;11923;3604.57006836
4541;PERNAMBUCO;Exu;122558.078125;31086;3942.55004883
4542;MINAS GERAIS;Caparaó;43127.42578125;4991;8641.04003906
4543;SÃO PAULO;Quadra;52995.9609375;2789;19001.77929688
4544;RIO GRANDE DO SUL;Fagundes Varela;52355.99609375;2607;20082.84960938
4545;SERGIPE;Itabaianinha;182475.3125;38850;4696.91992188
4546;SÃO PAULO;Juquiá;145942.484375;19585;7451.75
4547;SÃO PAULO;Palmital;406439.09375;22323;18207.18945312
4548;ALAGOAS;Coité do Nóia;31372.484375;11127;2819.48999023
4549;RONDÔNIA;Rio Crespo;89956.921875;3290;27342.52929688
4550;MARANHÃO;Presidente Sarney;63821.51171875;16325;3909.42993164
4551;RIO DE JANEIRO;Duque de Caxias;25747558.0;872762;29501.24023438
4552;PARANÁ;Querência do Norte;122119.8359375;12306;9923.59960938
4553;MATO GROSSO DO SUL;Itaporã;230821.453125;19390;11904.15039062
4554;SERGIPE;UMBAÚBA;118739.953125;21397;5549.37011719
4555;MINAS GERAIS;Central de Minas;37185.7265625;6821;5451.64990234
4556;SERGIPE;Aquidabã;103898.78125;19890;5223.66992188
4557;MINAS GERAIS;Canápolis;262747.75;11865;22144.76953125
4558;GOIÁS;Itajá;63981.1328125;5528;11574.00976562
4559;PIAUÍ;Tamboril do Piauí;9977.36425781;3037;3285.27001953
4560;SÃO PAULO;Cravinhos;425249.71875;30849;13784.87988281
4561;MINAS GERAIS;Gurinhatã;88027.0;6228;14134.0703125
4562;MINAS GERAIS;Fronteira dos Vales;21192.48828125;4980;4255.52001953
4563;PARANÁ;Reserva do Iguaçu;65388.59765625;7449;8778.16992188
4564;MARANHÃO;Raposa;100919.5859375;25837;3906.01000977
4565;AMAZONAS;Santo Antônio do Içá;94013.0;30351;3097.5300293
4566;BAHIA;Cocos;135027.5;17923;7533.75976562
4567;SANTA CATARINA;Macieira;27063.52929688;1787;15144.66992188
4568;BAHIA;Luís Eduardo Magalhães;1888228.125;52054;36274.41015625
4569;BAHIA;Camaçari;12158915.0;234558;51837.55859375
4570;RIO GRANDE DO SUL;Maçambará;134769.140625;4375;30804.36914062
4571;BAHIA;Itaberaba;338606.15625;61490;5506.68994141
4572;GOIÁS;Varjão;28725.76757812;3806;7547.5
4573;MINAS GERAIS;Verdelândia;64725.09375;8514;7602.20019531
4574;MINAS GERAIS;Berizal;17727.66210938;4655;3808.31005859
4575;SÃO PAULO;Paulistânia;23322.51171875;1909;12217.13964844
4576;BAHIA;Entre Rios;248541.796875;40524;6133.20019531
4577;CEARÁ;Quixadá;392364.25;80447;4877.29980469
4578;GOIÁS;Moiporá;17579.0234375;1865;9425.75
4579;RIO DE JANEIRO;Paraty;532311.375;35730;14898.16015625
4580;CEARÁ;Senador Pompeu;106628.1953125;25263;4220.72998047
4581;RIO GRANDE DO NORTE;Cruzeta;48400.60546875;8029;6028.22021484
4582;CEARÁ;Itarema;159949.25;36536;4377.85009766
4583;MINAS GERAIS;Belmiro Braga;32525.99804688;3079;10563.8203125
4584;MINAS GERAIS;Espinosa;136152.84375;32461;4194.35009766
4585;PARANÁ;Imbaú;65769.6796875;12040;5462.60009766
4586;PARANÁ;Doutor Ulysses;83953.4140625;6145;13662.0703125
4587;RIO GRANDE DO SUL;Quinze de Novembro;78385.8828125;3678;21312.09960938
4588;AMAZONAS;Beruri;78535.7421875;14705;5340.75
4589;BAHIA;Santo Antônio de Jesus;835156.6875;88768;9408.30957031
4590;RIO GRANDE DO SUL;Cerro Grande;23237.73828125;2659;8739.28027344
4591;MINAS GERAIS;Indianópolis;286319.625;6671;42920.05078125
4592;RIO GRANDE DO SUL;Humaitá;71322.4453125;4999;14267.33984375
4593;MINAS GERAIS;Mateus Leme;337752.53125;26862;12573.62011719
4594;SANTA CATARINA;Imaruí;128429.40625;11677;10998.49023438
4595;RIO GRANDE DO SUL;Dois Irmãos;555140.3125;26421;21011.33007812
4596;BAHIA;Paramirim;78535.03125;20870;3763.06005859
4597;MINAS GERAIS;Congonhas do Norte;20812.99609375;5335;3901.2199707
4598;SÃO PAULO;Lagoinha;48048.41796875;4909;9787.8203125
4599;RONDÔNIA;Guajará-Mirim;489898.8125;40762;12018.51953125
4600;ALAGOAS;Craíbas;73514.7890625;23294;3155.94995117
4601;BAHIA;Feira da Mata;30380.33398438;6562;4629.74023438
4602;MARANHÃO;Trizidela do Vale;80588.1328125;19104;4218.39013672
4603;SÃO PAULO;Embu;3698098.0;248722;14868.40039062
4604;SANTA CATARINA;São Martinho;49147.94921875;3281;14979.55957031
4605;MINAS GERAIS;Governador Valadares;2845814.0;263274;10809.3203125
4606;BAHIA;Candiba;43417.87109375;12821;3386.4699707
4607;RIO GRANDE DO SUL;Vista Alegre do Prata;25530.92382812;1505;16964.0703125
4608;SÃO PAULO;Barra do Turvo;44993.55078125;7699;5844.08007812
4609;RIO GRANDE DO NORTE;São João do Sabugi;30413.1796875;5953;5108.87988281
4610;RIO GRANDE DO SUL;Erechim;2099846.25;97916;21445.38085938
4611;MATO GROSSO;Santo Afonso;37953.6953125;2944;12891.87988281
4612;BAHIA;Andaraí;48729.01953125;14609;3335.55004883
4613;PARAÍBA;Cacimba de Areia;14722.625;3604;4085.08007812
4614;GOIÁS;Trombas;22239.45703125;3683;6038.41015625
4615;MINAS GERAIS;São Roque de Minas;101647.859375;6301;16132.01953125
4616;PIAUÍ;Batalha;81977.6875;26681;3072.51000977
4617;ALAGOAS;Belo Monte;30603.25585938;7510;4075.0
4618;AMAZONAS;Manicoré;239006.1875;46773;5109.91992188
4619;PERNAMBUCO;São Bento do Una;267400.34375;49372;5416.02978516
4620;TOCANTINS;Monte Santo do Tocantins;17881.96875;1914;9342.71972656
4621;RIO GRANDE DO SUL;Imbé;188084.265625;16301;11538.20019531
4622;MINAS GERAIS;Piedade do Rio Grande;173165.03125;4871;35550.19921875
4623;MARANHÃO;São Mateus do Maranhão;117996.625;39622;2978.06005859
4624;RIO GRANDE DO NORTE;Passa e Fica;48088.0234375;10954;4390.0
4625;GOIÁS;Araçu;31861.68945312;3946;8074.43017578
4626;SÃO PAULO;Taiúva;54916.61328125;5505;9975.76953125
4627;RIO GRANDE DO NORTE;Barcelona;17381.98242188;4042;4300.33984375
4628;MINAS GERAIS;Coromandel;475813.28125;28296;16815.5703125
4629;RIO GRANDE DO SUL;Campos Borges;46183.6484375;3693;12505.73046875
4630;PARANÁ;Itaperuçu;174329.203125;23501;7417.95019531
4631;MARANHÃO;Pedreiras;215696.484375;38934;5540.04980469
4632;RIO GRANDE DO SUL;Pantano Grande;144975.21875;9794;14802.45019531
4633;BAHIA;Pé de Serra;57215.6796875;14788;3869.06005859
4634;MARANHÃO;Paulo Ramos;90368.515625;16236;5565.93017578
4635;RIO GRANDE DO SUL;Salvador das Missões;63773.171875;2671;23876.140625
4636;RIO GRANDE DO SUL;Segredo;83060.3828125;7301;11376.58007812
4637;RIO DE JANEIRO;Niterói;10800670.0;479384;22530.31054688
4638;MARANHÃO;Balsas;1120221.375;83617;13397.04980469
4639;BAHIA;Boa Nova;50579.9765625;15427;3278.66992188
4640;PERNAMBUCO;Brejão;50748.40234375;9780;5189.0
4641;MINAS GERAIS;Piedade dos Gerais;27067.94140625;4762;5684.14990234
4642;PARÁ;Tracuateua;69502.9765625;27825;2497.86010742
4643;RIO GRANDE DO NORTE;Antônio Martins;29558.55664062;7245;4079.86010742
4644;SANTA CATARINA;Saudades;138512.796875;8929;15512.69042969
4645;MARANHÃO;Governador Newton Bello;52123.2421875;11642;4477.16992188
4646;RIO GRANDE DO SUL;Taquara;563392.4375;55473;10156.16015625
4647;MINAS GERAIS;Cambuí;326565.71875;26365;12386.33007812
4648;MARANHÃO;Cantanhede;59457.3125;19564;3039.12011719
4649;MINAS GERAIS;Carmésia;13151.90039062;2712;4849.52001953
4650;RONDÔNIA;Cacaulândia;102527.7109375;5736;17874.4296875
4651;SÃO PAULO;Urânia;87492.9765625;9007;9713.88964844
4652;GOIÁS;Cachoeira Alta;132794.640625;8235;16125.63964844
4653;MATO GROSSO;Sinop;1813363.25;114051;15899.58007812
4654;TOCANTINS;Campos Lindos;226778.234375;8079;28070.08984375
4655;PARANÁ;Jundiaí do Sul;35101.26953125;3777;9293.4296875
4656;MINAS GERAIS;Rio Acima;85513.75;8685;9846.13964844
4657;SANTA CATARINA;Governador Celso Ramos;117229.25;12704;9227.74023438
4658;MINAS GERAIS;Itaúna;1224195.625;85838;14261.70019531
4659;MARANHÃO;Igarapé do Meio;75123.78125;12291;6112.10009766
4660;GOIÁS;Água Fria de Goiás;89004.4453125;5318;16736.44921875
4661;MATO GROSSO;Novo Santo Antônio;18348.640625;2325;7891.89013672
4662;RIO GRANDE DO NORTE;Grossos;92027.8671875;9886;9308.91015625
4663;ALAGOAS;Coqueiro Seco;19754.61328125;5525;3575.5
4664;PIAUÍ;Jacobina do Piauí;21993.23242188;5831;3771.7800293
4665;RIO GRANDE DO SUL;Três Arroios;34917.92578125;3079;11340.66992188
4666;MINAS GERAIS;Rio Doce;16774.27734375;2656;6315.62011719
4667;PARÁ;Jacundá;221262.140625;55900;3958.17993164
4668;RIO GRANDE DO NORTE;Coronel Ezequiel;24485.14453125;5399;4535.12988281
4669;RIO GRANDE DO NORTE;Lagoa Nova;54598.9765625;13718;3980.10009766
4670;CEARÁ;Baixio;22142.4765625;5991;3695.95996094
4671;SANTA CATARINA;Riqueza;55484.09375;5126;10824.04980469
4672;PARANÁ;Nova Esperança;312743.09375;26591;11761.24023438
4673;RIO GRANDE DO SUL;Ibirapuitã;55098.28515625;4315;12769.00976562
4674;RONDÔNIA;Parecis;83712.1875;4802;17432.76953125
4675;BAHIA;Barra da Estiva;127462.8515625;20537;6206.5
4676;CEARÁ;Catarina;47258.05078125;18010;2623.98999023
4677;ESPIRITO SANTO;Anchieta;2193130.75;20226;108431.2734375
4678;BAHIA;Filadélfia;53721.9609375;16215;3313.10009766
4679;SÃO PAULO;Roseira;240654.0625;9527;25260.2109375
4680;RIO GRANDE DO SUL;Arroio do Meio;527789.875;19059;27692.41992188
4681;PERNAMBUCO;Araçoiaba;54776.1953125;17484;3132.92993164
4682;PARÁ;Igarapé-Miri;156092.75;57003;2738.33007812
4683;BAHIA;Serrolândia;45652.41796875;12665;3604.61010742
4684;PARANÁ;Ribeirão Claro;116140.796875;11246;10327.29980469
4685;MATO GROSSO;Rio Branco;44930.54296875;5208;8627.21972656
4686;PERNAMBUCO;Quipapá;98738.21875;25603;3856.51000977
4687;SÃO PAULO;Tabatinga;163077.953125;14876;10962.49023438
4688;MATO GROSSO;Alto Boa Vista;53055.69140625;5475;9690.54003906
4689;ESPIRITO SANTO;Santa Leopoldina;109372.296875;12743;8582.9296875
4690;SANTA CATARINA;Navegantes;911398.5;57324;15899.0703125
4691;SÃO PAULO;Porto Ferreira;889695.1875;51090;17414.26953125
4692;PARAÍBA;Dona Inês;40716.37109375;11142;3654.31005859
4693;MINAS GERAIS;Pratinha;61587.046875;3435;17929.26953125
4694;PARANÁ;São José da Boa Vista;64582.859375;6320;10218.80957031
4695;MINAS GERAIS;Dom Cavati;28930.48242188;5811;4978.56982422
4696;AMAZONAS;São Gabriel da Cachoeira;202045.265625;41885;4823.81005859
4697;PARANÁ;Moreira Sales;145827.890625;13238;11015.86035156
4698;PARAÍBA;São José do Bonfim;12397.72070312;3314;3741.01000977
4699;TOCANTINS;Piraquê;30794.62890625;3127;9847.98046875
4700;CEARÁ;Crateús;331236.40625;75249;4401.87011719
4701;PERNAMBUCO;Paranatama;52088.41796875;12441;4186.83984375
4702;RIO DE JANEIRO;Cordeiro;199012.96875;19902;9999.65039062
4703;CEARÁ;Campos Sales;98834.7265625;26417;3741.33007812
4704;GOIÁS;Iaciara;82438.8828125;12855;6412.97998047
4705;PARAÍBA;Santa Inês;14049.64453125;3834;3664.48999023
4706;RIO GRANDE DO SUL;Rondinha;82017.515625;5736;14298.73046875
4707;PARANÁ;Mariluz;75293.65625;10861;6932.47998047
4708;RIO GRANDE DO SUL;Lavras do Sul;143841.15625;8399;17125.99023438
4709;SÃO PAULO;Águas de Lindóia;172769.0625;16341;10572.73046875
4710;PIAUÍ;Nossa Senhora de Nazaré;14816.15527344;4192;3534.38989258
4711;GOIÁS;Jaraguá;299434.40625;41772;7168.29980469
4712;BAHIA;Jitaúna;57266.8359375;16365;3499.35009766
4713;RIO GRANDE DO SUL;Paim Filho;53447.82421875;4526;11809.05957031
4714;MINAS GERAIS;Aiuruoca;52582.87109375;6210;8467.45019531
4715;MINAS GERAIS;Felisburgo;32274.11328125;7024;4594.83007812
4716;RIO GRANDE DO SUL;Nova Hartz;323488.78125;17772;18202.16015625
4717;MINAS GERAIS;Conceição da Barra de Minas;27938.48632812;4077;6852.70996094
4718;PARANÁ;Colorado;382881.75;21789;17572.25
4719;MINAS GERAIS;Santa Rita do Sapucaí;597007.375;36150;16514.73046875
4720;BAHIA;Lapão;109688.2421875;26616;4121.14013672
4721;PARAÍBA;Boa Vista;65828.1484375;5908;11142.20019531
4722;MINAS GERAIS;Itabirito;817722.0;43832;18655.8203125
4723;RIO GRANDE DO NORTE;Natal;10369581.0;806203;12862.25
4724;PIAUÍ;Alto Longá;41034.5625;14147;2900.58007812
4725;ESPIRITO SANTO;Domingos Martins;308253.09375;32455;9497.86035156
4726;PERNAMBUCO;São Benedito do Sul;38045.48828125;10838;3510.37988281
4727;PARANÁ;Palmital;107584.8203125;15548;6919.52978516
4728;GOIÁS;Jesúpolis;13104.99804688;2296;5707.75
4729;MINAS GERAIS;Astolfo Dutra;127486.65625;13109;9725.12011719
4730;PARAÍBA;São José de Espinharas;24638.578125;5045;4883.75976562
4731;BAHIA;Anguera;26372.31835938;9826;2683.92993164
4732;GOIÁS;Damianópolis;17035.70117188;3678;4631.77978516
4733;SERGIPE;Ilha das Flores;38105.6328125;8906;4278.64990234
4734;MARANHÃO;Santa Rita;99755.2421875;32872;3034.65991211
4735;BAHIA;Caetanos;30036.10546875;12307;2440.57006836
4736;RIO GRANDE DO SUL;Tupandi;114727.6875;3931;29185.36914062
4737;PARAÍBA;Água Branca;34446.609375;9581;3595.30004883
4738;MARANHÃO;Alcântara;65418.3046875;22020;2970.86010742
4739;BAHIA;Paratinga;96737.9765625;29874;3238.19995117
4740;PIAUÍ;SimõEs;58005.26171875;14167;4094.38989258
4741;SANTA CATARINA;Canelinha;101460.0;10168;9978.36035156
4742;MINAS GERAIS;Divino;106150.0234375;20099;5281.35986328
4743;BAHIA;Floresta Azul;42329.94140625;10364;4084.32006836
4744;MATO GROSSO;Jaciara;382745.5625;25922;14765.28027344
4745;CEARÁ;Pires Ferreira;31351.3984375;9857;3180.62011719
4746;RIO GRANDE DO NORTE;Tibau do Sul;71593.453125;11707;6115.43994141
4747;MARANHÃO;Dom Pedro;79900.609375;22086;3617.69995117
4748;SÃO PAULO;Saltinho;107210.8046875;7149;14996.62011719
4749;MINAS GERAIS;Mato Verde;58693.7109375;12957;4529.87988281
4750;AMAZONAS;São Sebastião do Uatumã;32970.34765625;9268;3557.43994141
4751;MATO GROSSO;Acorizal;51665.796875;5659;9129.84960938
4752;ALAGOAS;Mar Vermelho;15055.91699219;4131;3644.62011719
4753;MINAS GERAIS;São João Nepomuceno;177288.109375;26160;6777.06982422
4754;MINAS GERAIS;Conceição do Rio Verde;113550.8984375;13244;8573.75976562
4755;MINAS GERAIS;Paiva;11832.640625;1687;7014.00976562
4756;SÃO PAULO;Nova Castilho;26578.25976562;1122;23688.2890625
4757;MINAS GERAIS;Bom Despacho;499249.78125;44265;11278.66015625
4758;RIO GRANDE DO SUL;Candelária;409361.71875;30423;13455.66992188
4759;BAHIA;Santa Teresinha;33876.703125;10546;3212.2800293
4760;SÃO PAULO;Ribeirão Branco;203091.0;18607;10914.75976562
4761;SANTA CATARINA;Rio Negrinho;531999.8125;44633;11919.4296875
4762;CEARÁ;Orós;91515.421875;21784;4201.04003906
4763;PERNAMBUCO;Macaparana;96728.0078125;24031;4025.12988281
4764;PARÁ;São Domingos do Araguaia;92794.3046875;22063;4205.87988281
4765;ALAGOAS;Jaramataia;23547.14648438;6140;3835.04003906
4766;PARÁ;Pacajá;158200.59375;41953;3770.89990234
4767;SÃO PAULO;Indaiatuba;5156607.5;183803;28055.08007812
4768;SANTA CATARINA;Dona Emma;46140.10546875;3583;12877.50976562
4769;SANTA CATARINA;Atalanta;50381.9765625;3402;14809.51953125
4770;PARANÁ;Mamborê;263614.625;14332;18393.4296875
4771;RIO GRANDE DO SUL;São Martinho da Serra;66114.0390625;3579;18472.76953125
4772;PERNAMBUCO;Custódia;161101.578125;33874;4755.91015625
4773;SÃO PAULO;Cabrália Paulista;113450.7734375;4369;25967.22070312
4774;SÃO PAULO;Itaóca;21155.91796875;3143;6731.12011719
4775;PARANÁ;Almirante Tamandaré;577882.25;97523;5925.60009766
4776;ESPIRITO SANTO;Nova Venécia;465862.75;46354;10050.11035156
4777;RIO GRANDE DO NORTE;Cerro Corá;50042.41796875;11235;4454.14990234
4778;MINAS GERAIS;Cruzília;104239.1171875;15373;6780.66015625
4779;GOIÁS;Cavalcante;186038.578125;10398;17891.76953125
4780;BAHIA;São José da Vitória;20077.56640625;6270;3202.15991211
4781;GOIÁS;Campos Belos;104675.78125;19166;5461.54003906
4782;GOIÁS;Nova Glória;60245.73828125;8632;6979.35009766
4783;TOCANTINS;Natividade;63293.33984375;9396;6736.20019531
4784;MINAS GERAIS;Arinos;113755.6796875;18153;6266.49023438
4785;MARANHÃO;Parnarama;120248.4140625;36300;3312.62988281
4786;ALAGOAS;Feira Grande;67006.5546875;21824;3070.32006836
4787;PIAUÍ;Elesbão Veloso;54116.52734375;14490;3734.75
4788;MINAS GERAIS;Tumiritinga;34187.10546875;6198;5515.83007812
4789;MINAS GERAIS;Francisco Dumont;28876.14648438;4987;5790.27978516
4790;MINAS GERAIS;Vieiras;29292.23242188;3899;7512.75976562
4791;PARANÁ;Figueira;60627.41015625;8485;7145.25
4792;MINAS GERAIS;Antônio Prado de Minas;14403.46777344;2070;6958.20019531
4793;MARANHÃO;São Vicente Ferrer;39492.9609375;20463;1929.9699707
4794;SANTA CATARINA;Jupiá;28970.68554688;2185;13258.88964844
4795;PARÁ;Cametá;328735.40625;117099;2807.33007812
4796;MINAS GERAIS;Engenheiro Caldas;56074.13671875;10908;5140.64013672
4797;PERNAMBUCO;Itambé;175518.515625;36126;4858.50976562
4798;SÃO PAULO;Guaiçara;130954.9921875;11206;11686.15039062
4799;PARAÍBA;Santa Cruz;25700.4375;6677;3849.10009766
4800;MATO GROSSO DO SUL;Rochedo;80849.7578125;4480;18046.8203125
4801;PARAÍBA;Remígio;69606.3515625;17423;3995.08007812
4802;GOIÁS;Ceres;193604.6875;19069;10152.84960938
4803;PARÁ;Maracanã;94502.7109375;29417;3212.52001953
4804;CEARÁ;Maranguape;643602.6875;110523;5823.25
4805;MINAS GERAIS;Belo Vale;47929.59765625;7470;6416.27978516
